test,distance [m],V photodiode [V], Sitting status success [T/F],Present status success [T/F]
201,0.733448276,3.670576735,1,1
202,0.734482759,3.885630499,1,1
203,0.734482759,3.875855327,1,1
204,0.699655172,3.695014663,1,1
205,0.733448276,3.709677419,1,1
206,0.730172414,3.670576735,1,1
207,0.699827586,3.89540567,1,1
208,0.738793103,3.880742913,1,1
209,0.738793103,3.787878788,1,1
210,0.734482759,3.797653959,1,1
211,0.708275862,3.866080156,1,1
212,0.721724138,3.910068426,1,1
213,0.703965517,3.66568915,1,1
214,0.734482759,3.787878788,1,1
215,0.734482759,3.743890518,1,1
216,0.703965517,3.89540567,1,1
217,0.703965517,3.866080156,1,1
218,0.733448276,3.787878788,1,1
219,0.699655172,3.714565005,1,1
220,0.695517241,3.900293255,1,1
221,0.699827586,3.729227761,1,1
222,0.695517241,3.675464321,1,1
223,0.703965517,3.797653959,1,1
224,0.708275862,3.758553275,1,1
225,0.703965517,3.885630499,1,1
226,0.737758621,3.910068426,1,1
227,0.720689655,3.753665689,1,1
228,0.695344828,3.71945259,1,1
229,0.708275862,3.8514174,1,1
230,0.695517241,3.792766373,1,1
231,0.695517241,3.817204301,1,1
232,0.699655172,3.787878788,1,1
233,0.699655172,3.792766373,1,1
234,0.695344828,3.866080156,1,1
235,0.703965517,3.910068426,1,1
236,0.695517241,3.758553275,1,1
237,0.703965517,3.66568915,1,1
238,0.703965517,3.841642229,1,1
239,0.703965517,3.880742913,1,1
240,0.699655172,3.709677419,1,1
241,0.699655172,3.768328446,1,1
242,0.708275862,3.778103617,1,1
243,0.704137931,3.89540567,1,1
244,0.699655172,3.817204301,1,1
245,0.695517241,3.670576735,1,1
246,0.737758621,3.768328446,1,1
247,0.700517241,3.866080156,1,1
248,0.70362069,3.792766373,1,1
249,0.699655172,3.866080156,1,1
250,0.703965517,3.797653959,1,1
251,0.746206897,3.822091887,1,1
252,0.703793103,3.900293255,1,1
253,0.734482759,3.910068426,1,1
254,0.734482759,3.743890518,1,1
255,0.729137931,3.80742913,1,1
256,0.699655172,3.680351906,1,1
257,0.695344828,3.866080156,1,1
258,0.699655172,3.861192571,1,1
259,0.708103448,3.739002933,1,1
260,0.734482759,3.787878788,1,1
261,0.703965517,3.802541544,1,1
262,0.699655172,3.80742913,1,1
263,0.730172414,3.80742913,1,1
264,0.699655172,3.905180841,1,1
265,0.734482759,3.685239492,1,1
266,0.734482759,3.778103617,1,1
267,0.730172414,3.787878788,1,1
268,0.730344828,3.748778104,1,1
269,0.730172414,3.910068426,1,1
270,0.703965517,3.729227761,1,1
271,0.730172414,3.782991202,1,1
272,0.730172414,3.734115347,1,1
273,0.729137931,3.792766373,1,1
274,0.734482759,3.826979472,1,1
275,0.703965517,3.734115347,1,1
276,0.730172414,3.748778104,1,1
277,0.702931034,3.743890518,1,1
278,0.734482759,3.900293255,1,1
279,0.699655172,3.792766373,1,1
280,0.699655172,3.699902248,1,1
281,0.747241379,3.724340176,1,1
282,0.751551724,3.900293255,1,1
283,0.734482759,3.80742913,1,1
284,0.730344828,3.743890518,1,1
285,0.738793103,3.743890518,1,1
286,0.699655172,3.870967742,1,1
287,0.712413793,3.890518084,1,1
288,0.743103448,3.80742913,1,1
289,0.755862069,3.778103617,1,1
290,0.724827586,3.846529814,1,1
291,0.738793103,3.861192571,1,1
292,0.734482759,3.778103617,1,1
293,0.721724138,3.690127077,1,1
294,0.738793103,3.866080156,1,1
295,0.699655172,3.8514174,1,1
296,0.730172414,3.675464321,1,1
297,0.738793103,3.76344086,1,1
298,0.738793103,3.792766373,1,1
299,0.738793103,3.787878788,1,1
300,0.730172414,3.900293255,1,1
301,0.726034483,3.817204301,1,1
302,0.699655172,3.787878788,1,1
303,0.699655172,3.861192571,1,1
304,0.737758621,3.797653959,1,1
305,0.734482759,3.670576735,1,1
306,0.703965517,3.660801564,1,1
307,0.734482759,3.797653959,1,1
308,0.751551724,3.89540567,1,1
309,0.733448276,3.797653959,1,1
310,0.737758621,3.792766373,1,1
311,0.738793103,3.685239492,1,1
312,0.730172414,3.748778104,1,1
313,0.699482759,3.778103617,1,1
314,0.738793103,3.900293255,1,1
315,0.737586207,3.861192571,1,1
316,0.734482759,3.782991202,1,1
317,0.733448276,3.787878788,1,1
318,0.733448276,3.743890518,1,1
319,0.734482759,3.80742913,1,1
320,0.734482759,3.885630499,1,1
321,0.738793103,3.914956012,1,1
322,0.738103448,3.685239492,1,1
323,0.699827586,3.787878788,1,1
324,0.734482759,3.836754643,1,1
325,0.734482759,3.905180841,1,1
326,0.726034483,3.782991202,1,1
327,0.738793103,3.695014663,1,1
328,0.734655172,3.695014663,1,1
329,0.733448276,3.80742913,1,1
330,0.738793103,3.900293255,1,1
331,0.734482759,3.812316716,1,1
332,0.703965517,3.734115347,1,1
333,0.695517241,3.89540567,1,1
334,0.699655172,3.885630499,1,1
335,0.734482759,3.753665689,1,1
336,0.699655172,3.690127077,1,1
337,0.703965517,3.743890518,1,1
338,0.726034483,3.66568915,1,1
339,0.721896552,3.875855327,1,1
340,0.699655172,3.890518084,1,1
341,0.708103448,3.870967742,1,1
342,0.703965517,3.695014663,1,1
343,0.703793103,3.680351906,1,1
344,0.734482759,3.768328446,1,1
345,0.725862069,3.870967742,1,1
346,0.738793103,3.826979472,1,1
347,0.699655172,3.704789834,1,1
348,0.734482759,3.802541544,1,1
349,0.755689655,3.856304985,1,1
350,0.733448276,3.797653959,1,1
351,0.738793103,3.900293255,1,1
352,0.703965517,3.80742913,1,1
353,0.699655172,3.670576735,1,1
354,0.703965517,3.778103617,1,1
355,0.699655172,3.812316716,1,1
356,0.699655172,3.875855327,1,1
357,0.712413793,3.80742913,1,1
358,0.695344828,3.797653959,1,1
359,0.699655172,3.919843597,1,1
360,0.703965517,3.724340176,1,1
361,0.703965517,3.743890518,1,1
362,0.700689655,3.695014663,1,1
363,0.699655172,3.8514174,1,1
364,0.726034483,3.743890518,1,1
365,0.699655172,3.76344086,1,1
366,0.699655172,3.831867058,1,1
367,0.726034483,3.802541544,1,1
368,0.726034483,3.734115347,1,1
369,0.708275862,3.778103617,1,1
370,0.71137931,3.822091887,1,1
371,0.712413793,3.792766373,1,1
372,0.708103448,3.910068426,1,1
373,0.712413793,3.695014663,1,1
374,0.703793103,3.792766373,1,1
375,0.708103448,3.890518084,1,1
376,0.712413793,3.758553275,1,1
377,0.699655172,3.797653959,1,1
378,0.708275862,3.861192571,1,1
379,0.703965517,3.910068426,1,1
380,0.712413793,3.753665689,1,1
381,0.708103448,3.792766373,1,1
382,0.708275862,3.822091887,1,1
383,0.716551724,3.900293255,1,1
384,0.703965517,3.797653959,1,1
385,0.708275862,3.782991202,1,1
386,0.716724138,3.729227761,1,1
387,0.703793103,3.89540567,1,1
388,0.716724138,3.80742913,1,1
389,0.708103448,3.675464321,1,1
390,0.712413793,3.739002933,1,1
391,0.747241379,3.890518084,1,1
392,0.703965517,3.812316716,1,1
393,0.712413793,3.80742913,1,1
394,0.712413793,3.680351906,1,1
395,0.73862069,3.861192571,1,1
396,0.712413793,3.80742913,1,1
397,0.712413793,3.831867058,1,1
398,0.708103448,3.787878788,1,1
399,0.716724138,3.787878788,1,1
400,0.708103448,3.787878788,1,1
401,0.712413793,3.910068426,1,1
402,0.716724138,3.866080156,1,1
403,0.716724138,3.792766373,1,1
404,0.716724138,3.822091887,1,1
405,0.712413793,3.910068426,1,1
406,0.708103448,3.739002933,1,1
407,0.712413793,3.782991202,1,1
408,0.703793103,3.748778104,1,1
409,0.707068966,3.885630499,1,1
410,0.712413793,3.734115347,1,1
411,0.716724138,3.787878788,1,1
412,0.703793103,3.680351906,1,1
413,0.703965517,3.841642229,1,1
414,0.708103448,3.822091887,1,1
415,0.712413793,3.80742913,1,1
416,0.725862069,3.841642229,1,1
417,0.716724138,3.699902248,1,1
418,0.708103448,3.792766373,1,1
419,0.716724138,3.80742913,1,1
420,0.699482759,3.861192571,1,1
421,0.703793103,3.704789834,1,1
422,0.712413793,3.76344086,1,1
423,0.750344828,3.831867058,1,1
424,0.703965517,3.910068426,1,1
425,0.708103448,3.910068426,1,1
426,0.712413793,3.748778104,1,1
427,0.703965517,3.76344086,1,1
428,0.703793103,3.866080156,1,1
429,0.712413793,3.910068426,1,1
430,0.708275862,3.822091887,1,1
431,0.716724138,3.695014663,1,1
432,0.720862069,3.826979472,1,1
433,0.712413793,3.831867058,1,1
434,0.712068966,3.704789834,1,1
435,0.703793103,3.802541544,1,1
436,0.720689655,3.89540567,1,1
437,0.708275862,3.680351906,1,1
438,0.712413793,3.797653959,1,1
439,0.716724138,3.76344086,1,1
440,0.703965517,3.797653959,1,1
441,0.716724138,3.812316716,1,1
442,0.712413793,3.797653959,1,1
443,0.712413793,3.792766373,1,1
444,0.716724138,3.690127077,1,1
445,0.725172414,3.817204301,1,1
446,0.716724138,3.905180841,1,1
447,0.716724138,3.856304985,1,1
448,0.708103448,3.831867058,1,1
449,0.708103448,3.787878788,1,1
450,0.716724138,3.787878788,1,1
451,0.720862069,3.831867058,1,1
452,0.712413793,3.866080156,1,1
453,0.720862069,3.792766373,1,1
454,0.720862069,3.797653959,1,1
455,0.716724138,3.782991202,1,1
456,0.716724138,3.900293255,1,1
457,0.767413793,3.782991202,1,1
458,0.721034483,3.709677419,1,1
459,0.724310345,3.792766373,1,1
460,0.716724138,3.802541544,1,1
461,0.716551724,3.797653959,1,1
462,0.716724138,3.778103617,1,1
463,0.720862069,3.831867058,1,1
464,0.716724138,3.675464321,1,1
465,0.725172414,3.797653959,1,1
466,0.721034483,3.822091887,1,1
467,0.720862069,3.846529814,1,1
468,0.725172414,3.885630499,1,1
469,0.716724138,3.695014663,1,1
470,0.716724138,3.787878788,1,1
471,0.721034483,3.773216031,1,1
472,0.721034483,3.885630499,1,1
473,0.716724138,3.822091887,1,1
474,0.716724138,3.753665689,1,1
475,0.720862069,3.729227761,1,1
476,0.716724138,3.866080156,1,1
477,0.724137931,3.822091887,1,1
478,0.733793103,3.890518084,1,1
479,0.725172414,3.787878788,1,1
480,0.720862069,3.690127077,1,1
481,0.725172414,3.822091887,1,1
482,0.715689655,3.861192571,1,1
483,0.725172414,3.709677419,1,1
484,0.720862069,3.773216031,1,1
485,0.724137931,3.880742913,1,1
486,0.719827586,3.80742913,1,1
487,0.725172414,3.782991202,1,1
488,0.720862069,3.792766373,1,1
489,0.76,3.866080156,1,1
490,0.720862069,3.875855327,1,1
491,0.725172414,3.787878788,1,1
492,0.73362069,3.802541544,1,1
493,0.725172414,3.773216031,1,1
494,0.716551724,3.802541544,1,1
495,0.725172414,3.782991202,1,1
496,0.73362069,3.699902248,1,1
497,0.721034483,3.812316716,1,1
498,0.720862069,3.900293255,1,1
499,0.720862069,3.831867058,1,1
500,0.733793103,3.792766373,1,1
501,0.720862069,3.841642229,1,1
502,0.720862069,3.856304985,1,1
503,0.732586207,3.905180841,1,1
504,0.712413793,3.748778104,1,1
505,0.725172414,3.680351906,1,1
506,0.720862069,3.778103617,1,1
507,0.724137931,3.856304985,1,1
508,0.733793103,3.758553275,1,1
509,0.733793103,3.797653959,1,1
510,0.732758621,3.773216031,1,1
511,0.708275862,3.8514174,1,1
512,0.719827586,3.792766373,1,1
513,0.733793103,3.753665689,1,1
514,0.732758621,3.71945259,1,1
515,0.724137931,3.841642229,1,1
516,0.716551724,3.856304985,1,1
517,0.725172414,3.699902248,1,1
518,0.728448276,3.787878788,1,1
519,0.712586207,3.826979472,1,1
520,0.733793103,3.836754643,1,1
521,0.733793103,3.724340176,1,1
522,0.729482759,3.782991202,1,1
523,0.733793103,3.792766373,1,1
524,0.729482759,3.905180841,1,1
525,0.721034483,3.797653959,1,1
526,0.729482759,3.782991202,1,1
527,0.724137931,3.885630499,1,1
528,0.764482759,3.846529814,1,1
529,0.725172414,3.831867058,1,1
530,0.721034483,3.685239492,1,1
531,0.724310345,3.680351906,1,1
532,0.721034483,3.782991202,1,1
533,0.720862069,3.768328446,1,1
534,0.721034483,3.905180841,1,1
535,0.725172414,3.875855327,1,1
536,0.725172414,3.802541544,1,1
537,0.721034483,3.680351906,1,1
538,0.712413793,3.89540567,1,1
539,0.708275862,3.743890518,1,1
540,0.716551724,3.739002933,1,1
541,0.720862069,3.773216031,1,1
542,0.716724138,3.8514174,1,1
543,0.729482759,3.905180841,1,1
544,0.72,3.71945259,1,1
545,0.725172414,3.787878788,1,1
546,0.733793103,3.880742913,1,1
547,0.733793103,3.905180841,1,1
548,0.716724138,3.792766373,1,1
549,0.733793103,3.792766373,1,1
550,0.720862069,3.709677419,1,1
551,0.732586207,3.900293255,1,1
552,0.712413793,3.797653959,1,1
553,0.729310345,3.797653959,1,1
554,0.733793103,3.831867058,1,1
555,0.729310345,3.812316716,1,1
556,0.733793103,3.841642229,1,1
557,0.725172414,3.734115347,1,1
558,0.733793103,3.782991202,1,1
559,0.729482759,3.797653959,1,1
560,0.732758621,3.817204301,1,1
561,0.716724138,3.866080156,1,1
562,0.720862069,3.773216031,1,1
563,0.725172414,3.778103617,1,1
564,0.73362069,3.787878788,1,1
565,0.73362069,3.797653959,1,1
566,0.712586207,3.89540567,1,1
567,0.733793103,3.856304985,1,1
568,0.725172414,3.797653959,1,1
569,0.732758621,3.792766373,1,1
570,0.715517241,3.792766373,1,1
571,0.725172414,3.910068426,1,1
572,0.732586207,3.831867058,1,1
573,0.729482759,3.861192571,1,1
574,0.733793103,3.797653959,1,1
575,0.729310345,3.787878788,1,1
576,0.712413793,3.905180841,1,1
577,0.729482759,3.836754643,1,1
578,0.712413793,3.753665689,1,1
579,0.712413793,3.748778104,1,1
580,0.73362069,3.89540567,1,1
581,0.733793103,3.914956012,1,1
582,0.728448276,3.812316716,1,1
583,0.738103448,3.787878788,1,1
584,0.733793103,3.729227761,1,1
585,0.720862069,3.89540567,1,1
586,0.720862069,3.841642229,1,1
587,0.725172414,3.797653959,1,1
588,0.725172414,3.787878788,1,1
589,0.729482759,3.846529814,1,1
590,0.725172414,3.910068426,1,1
591,0.725172414,3.812316716,1,1
592,0.720862069,3.778103617,1,1
593,0.725172414,3.861192571,1,1
594,0.729482759,3.914956012,1,1
595,0.725172414,3.797653959,1,1
596,0.725172414,3.782991202,1,1
597,0.729482759,3.704789834,1,1
598,0.729482759,3.856304985,1,1
599,0.725172414,3.8514174,1,1
600,0.712586207,3.743890518,1,1
601,0.73362069,3.773216031,1,1
602,0.732586207,3.817204301,1,1
603,0.729482759,3.831867058,1,1
604,0.712586207,3.734115347,1,1
605,0.733793103,3.748778104,1,1
606,0.716724138,3.817204301,1,1
607,0.725172414,3.80742913,1,1
608,0.721034483,3.861192571,1,1
609,0.716724138,3.768328446,1,1
610,0.733793103,3.685239492,1,1
611,0.733793103,3.870967742,1,1
612,0.729482759,3.890518084,1,1
613,0.733793103,3.782991202,1,1
614,0.721034483,3.675464321,1,1
615,0.725172414,3.782991202,1,1
616,0.733793103,3.792766373,1,1
617,0.733793103,3.80742913,1,1
618,0.733793103,3.787878788,1,1
619,0.725172414,3.880742913,1,1
620,0.721034483,3.914956012,1,1
621,0.720862069,3.680351906,1,1
622,0.716551724,3.782991202,1,1
623,0.729482759,3.714565005,1,1
624,0.732758621,3.773216031,1,1
625,0.729482759,3.846529814,1,1
626,0.725344828,3.768328446,1,1
627,0.728448276,3.76344086,1,1
628,0.720862069,3.743890518,1,1
629,0.712413793,3.910068426,1,1
630,0.733793103,3.709677419,1,1
631,0.733793103,3.797653959,1,1
632,0.721034483,3.885630499,1,1
633,0.725172414,3.802541544,1,1
634,0.732758621,3.758553275,1,1
635,0.733793103,3.787878788,1,1
636,0.732758621,3.797653959,1,1
637,0.729482759,3.787878788,1,1
638,0.733793103,3.782991202,1,1
639,0.725172414,3.812316716,1,1
640,0.716896552,3.782991202,1,1
641,0.716896552,3.782991202,1,1
642,0.721034483,3.89540567,1,1
643,0.733793103,3.890518084,1,1
644,0.725344828,3.753665689,1,1
645,0.725172414,3.797653959,1,1
646,0.724137931,3.787878788,1,1
647,0.733793103,3.782991202,1,1
648,0.712586207,3.822091887,1,1
649,0.729482759,3.773216031,1,1
650,0.725172414,3.822091887,1,1
651,0.729482759,3.861192571,1,1
652,0.729482759,3.812316716,1,1
653,0.733793103,3.792766373,1,1
654,0.712586207,3.812316716,1,1
655,0.729482759,3.885630499,1,1
656,0.708275862,3.748778104,1,1
657,0.733793103,3.675464321,1,1
658,0.732758621,3.861192571,1,1
659,0.728448276,3.861192571,1,1
660,0.716724138,3.773216031,1,1
661,0.725172414,3.792766373,1,1
662,0.733793103,3.739002933,1,1
663,0.733793103,3.826979472,1,1
664,0.72,3.802541544,1,1
665,0.733793103,3.817204301,1,1
666,0.716724138,3.778103617,1,1
667,0.721034483,3.885630499,1,1
668,0.725172414,3.914956012,1,1
669,0.729482759,3.831867058,1,1
670,0.724137931,3.748778104,1,1
671,0.725172414,3.690127077,1,1
672,0.712586207,3.900293255,1,1
673,0.725172414,3.812316716,1,1
674,0.729482759,3.905180841,1,1
675,0.719827586,3.817204301,1,1
676,0.725172414,3.690127077,1,1
677,0.725172414,3.826979472,1,1
678,0.733793103,3.80742913,1,1
679,0.733793103,3.778103617,1,1
680,0.738103448,3.76344086,1,1
681,0.729482759,3.900293255,1,1
682,0.732758621,3.861192571,1,1
683,0.729482759,3.787878788,1,1
684,0.733793103,3.690127077,1,1
685,0.728448276,3.802541544,1,1
686,0.725172414,3.885630499,1,1
687,0.733793103,3.8514174,1,1
688,0.716724138,3.704789834,1,1
689,0.733793103,3.699902248,1,1
690,0.733793103,3.758553275,1,1
691,0.729482759,3.885630499,1,1
692,0.733793103,3.8514174,1,1
693,0.716896552,3.797653959,1,1
694,0.751551724,3.841642229,1,1
695,0.733793103,3.836754643,1,1
696,0.733793103,3.900293255,1,1
697,0.732758621,3.787878788,1,1
698,0.732586207,3.773216031,1,1
699,0.737931034,3.782991202,1,1
700,0.716724138,3.900293255,1,1
701,0.721034483,3.782991202,1,1
702,0.738103448,3.724340176,1,1
703,0.733793103,3.870967742,1,1
704,0.729482759,3.817204301,1,1
705,0.733793103,3.660801564,1,1
706,0.712241379,3.778103617,1,1
707,0.712586207,3.880742913,1,1
708,0.721034483,3.709677419,1,1
709,0.716724138,3.792766373,1,1
710,0.708103448,3.680351906,1,1
711,0.725172414,3.792766373,1,1
712,0.721034483,3.885630499,1,1
713,0.725172414,3.8514174,1,1
714,0.721034483,3.782991202,1,1
715,0.725172414,3.773216031,1,1
716,0.720862069,3.80742913,1,1
717,0.720862069,3.812316716,1,1
718,0.721034483,3.773216031,1,1
719,0.715689655,3.875855327,1,1
720,0.725172414,3.792766373,1,1
721,0.720862069,3.856304985,1,1
722,0.725172414,3.734115347,1,1
723,0.724137931,3.792766373,1,1
724,0.708275862,3.734115347,1,1
725,0.721034483,3.885630499,1,1
726,0.720862069,3.690127077,1,1
727,0.725172414,3.670576735,1,1
728,0.724137931,3.792766373,1,1
729,0.733793103,3.875855327,1,1
730,0.728448276,3.695014663,1,1
731,0.716551724,3.778103617,1,1
732,0.721034483,3.80742913,1,1
733,0.719827586,3.782991202,1,1
734,0.725172414,3.831867058,1,1
735,0.725172414,3.724340176,1,1
736,0.733793103,3.778103617,1,1
737,0.725172414,3.787878788,1,1
738,0.721034483,3.846529814,1,1
739,0.720862069,3.910068426,1,1
740,0.720862069,3.699902248,1,1
741,0.725344828,3.739002933,1,1
742,0.719827586,3.709677419,1,1
743,0.721034483,3.802541544,1,1
744,0.729482759,3.866080156,1,1
745,0.733793103,3.660801564,1,1
746,0.721034483,3.787878788,1,1
747,0.725172414,3.812316716,1,1
748,0.721034483,3.817204301,1,1
749,0.725344828,3.680351906,1,1
750,0.729482759,3.822091887,1,1
751,0.719827586,3.817204301,1,1
752,0.725172414,3.734115347,1,1
753,0.725344828,3.841642229,1,1
754,0.725172414,3.910068426,1,1
755,0.733793103,3.812316716,1,1
756,0.712586207,3.739002933,1,1
757,0.728448276,3.792766373,1,1
758,0.733793103,3.76344086,1,1
759,0.725172414,3.846529814,1,1
760,0.725172414,3.890518084,1,1
761,0.732758621,3.905180841,1,1
762,0.721034483,3.778103617,1,1
763,0.716724138,3.782991202,1,1
764,0.721034483,3.76344086,1,1
765,0.729655172,3.905180841,1,1
766,0.712413793,3.743890518,1,1
767,0.724137931,3.773216031,1,1
768,0.733793103,3.782991202,1,1
769,0.725172414,3.822091887,1,1
770,0.725172414,3.787878788,1,1
771,0.733793103,3.739002933,1,1
772,0.716724138,3.885630499,1,1
