test,distance [m],V photodiode [V], Sitting status success [T/F],Present status success [T/F]
774,1.073793103,3.748778104,1,1
775,1.048103448,3.924731183,1,1
776,1.048103448,4.012707722,1,1
777,1.073793103,3.885630499,1,1
778,1.077931034,3.880742913,1,1
779,1.089827586,3.910068426,1,1
780,1.115344828,3.866080156,1,1
781,1.140862069,3.905180841,1,1
782,1.135517241,3.875855327,1,1
783,1.069482759,3.900293255,1,1
784,1.069482759,3.968719453,1,1
785,1.13137931,3.978494624,1,1
786,1.123793103,3.792766373,1,1
787,1.132413793,3.910068426,1,1
788,1.118793103,3.841642229,1,1
789,1.056724138,3.998044966,1,1
790,1.056724138,3.89540567,1,1
791,1.061034483,3.924731183,1,1
792,1.064482759,3.914956012,1,1
793,1.056724138,3.8514174,1,1
794,1.112241379,3.900293255,1,1
795,1.069482759,3.919843597,1,1
796,1.052586207,3.792766373,1,1
797,1.107068966,3.905180841,1,1
798,1.065172414,3.880742913,1,1
799,1.08137931,3.944281525,1,1
800,1.07362069,3.914956012,1,1
801,1.052586207,4.007820137,1,1
802,1.056724138,3.934506354,1,1
803,1.048448276,3.802541544,1,1
804,1.052586207,3.910068426,1,1
805,1.048793103,3.866080156,1,1
806,1.098275862,4.03714565,1,1
807,1.052586207,3.880742913,1,1
808,1.061034483,3.856304985,1,1
809,1.064310345,3.939393939,1,1
810,1.061034483,3.998044966,1,1
811,1.065344828,4.03714565,1,1
812,1.077241379,3.919843597,1,1
813,1.069310345,3.944281525,1,1
814,1.085862069,3.914956012,1,1
815,1.047413793,4.002932551,1,1
816,1.077241379,4.017595308,1,1
817,1.061034483,3.973607038,1,1
818,1.073793103,3.944281525,1,1
819,1.056724138,3.939393939,1,1
820,1.061034483,3.866080156,1,1
821,1.093275862,3.880742913,1,1
822,1.077068966,4.03714565,1,1
823,1.051724138,3.94916911,1,1
824,1.065172414,3.836754643,1,1
825,1.055862069,3.94916911,1,1
826,1.09,3.870967742,1,1
827,1.052586207,3.934506354,1,1
828,1.056034483,3.919843597,1,1
829,1.048275862,3.934506354,1,1
830,1.065172414,3.988269795,1,1
831,1.089827586,3.812316716,1,1
832,1.106896552,4.007820137,1,1
833,1.061034483,3.968719453,1,1
834,1.098275862,3.797653959,1,1
835,1.077758621,3.8514174,1,1
836,1.061206897,3.924731183,1,1
837,1.078103448,3.910068426,1,1
838,1.060862069,4.012707722,1,1
839,1.088793103,3.978494624,1,1
840,1.056896552,3.954056696,1,1
841,1.077931034,3.934506354,1,1
842,1.098448276,3.973607038,1,1
843,1.123965517,4.012707722,1,1
844,1.08137931,3.870967742,1,1
845,1.064482759,3.797653959,1,1
846,1.085517241,3.973607038,1,1
847,1.068965517,4.012707722,1,1
848,1.051724138,4.042033236,1,1
849,1.077241379,3.963831867,1,1
850,1.051724138,3.802541544,1,1
851,1.056724138,3.973607038,1,1
852,1.085689655,3.910068426,1,1
853,1.077931034,3.846529814,1,1
854,1.090689655,3.944281525,1,1
855,1.077241379,3.812316716,1,1
856,1.052413793,3.934506354,1,1
857,1.077068966,4.042033236,1,1
858,1.047413793,3.826979472,1,1
859,1.056724138,3.934506354,1,1
860,1.056724138,3.934506354,1,1
861,1.056724138,3.998044966,1,1
862,1.056724138,4.022482893,1,1
863,1.055862069,3.866080156,1,1
864,1.060172414,3.914956012,1,1
865,1.055862069,3.919843597,1,1
866,1.097413793,4.032258065,1,1
867,1.094137931,3.870967742,1,1
868,1.055862069,3.94916911,1,1
869,1.072758621,3.944281525,1,1
870,1.065172414,3.954056696,1,1
871,1.047413793,3.924731183,1,1
872,1.047413793,3.978494624,1,1
873,1.056034483,3.812316716,1,1
874,1.052413793,3.944281525,1,1
875,1.072931034,3.973607038,1,1
876,1.060172414,4.042033236,1,1
877,1.068793103,3.978494624,1,1
878,1.060172414,3.905180841,1,1
879,1.051724138,3.802541544,1,1
880,1.064482759,3.905180841,1,1
881,1.063275862,3.973607038,1,1
882,1.064482759,4.056695992,1,1
883,1.056724138,3.919843597,1,1
884,1.051724138,3.914956012,1,1
885,1.073793103,3.817204301,1,1
886,1.08137931,3.958944282,1,1
887,1.052413793,4.017595308,1,1
888,1.056724138,4.042033236,1,1
889,1.065172414,3.94916911,1,1
890,1.051551724,3.958944282,1,1
891,1.072931034,3.968719453,1,1
892,1.068793103,4.022482893,1,1
893,1.072931034,3.934506354,1,1
894,1.051724138,3.944281525,1,1
895,1.076206897,3.988269795,1,1
896,1.060172414,4.042033236,1,1
897,1.064482759,3.856304985,1,1
898,1.051724138,3.875855327,1,1
899,1.051724138,3.826979472,1,1
900,1.055862069,3.939393939,1,1
901,1.060172414,4.027370479,1,1
902,1.060172414,3.822091887,1,1
903,1.089827586,3.939393939,1,1
904,1.077241379,3.856304985,1,1
905,1.047413793,4.042033236,1,1
906,1.055862069,4.061583578,1,1
907,1.064310345,3.885630499,1,1
908,1.060172414,3.919843597,1,1
909,1.047413793,3.89540567,1,1
910,1.051551724,4.042033236,1,1
911,1.060344828,3.939393939,1,1
912,1.047413793,3.939393939,1,1
913,1.060172414,3.939393939,1,1
914,1.087931034,3.978494624,1,1
915,1.09,3.939393939,1,1
916,1.060172414,3.880742913,1,1
917,1.072931034,3.924731183,1,1
918,1.069310345,3.954056696,1,1
919,1.06862069,4.012707722,1,1
920,1.081206897,4.022482893,1,1
921,1.064310345,3.919843597,1,1
922,1.064482759,3.919843597,1,1
923,1.056034483,3.914956012,1,1
924,1.093103448,4.046920821,1,1
925,1.094137931,3.885630499,1,1
926,1.064310345,3.890518084,1,1
927,1.072931034,3.94916911,1,1
928,1.055,4.03714565,1,1
929,1.064482759,3.934506354,1,1
930,1.076206897,3.939393939,1,1
931,1.064482759,3.866080156,1,1
932,1.055862069,3.94916911,1,1
933,1.051551724,3.885630499,1,1
934,1.102586207,4.022482893,1,1
935,1.084482759,4.042033236,1,1
936,1.08137931,4.032258065,1,1
937,1.048448276,3.875855327,1,1
938,1.047586207,3.910068426,1,1
939,1.065344828,3.919843597,1,1
940,1.051724138,3.958944282,1,1
941,1.08137931,4.007820137,1,1
942,1.051724138,3.841642229,1,1
943,1.051551724,3.826979472,1,1
944,1.047241379,4.002932551,1,1
945,1.051724138,4.03714565,1,1
946,1.077068966,3.94916911,1,1
947,1.111206897,3.958944282,1,1
948,1.064482759,3.939393939,1,1
949,1.064310345,3.978494624,1,1
950,1.08137931,3.880742913,1,1
951,1.08137931,3.939393939,1,1
952,1.085517241,3.958944282,1,1
953,1.055862069,3.885630499,1,1
954,1.055862069,3.8514174,1,1
955,1.055862069,4.022482893,1,1
956,1.077068966,4.061583578,1,1
957,1.076206897,3.890518084,1,1
958,1.072931034,3.963831867,1,1
959,1.055862069,3.8514174,1,1
960,1.068793103,3.919843597,1,1
961,1.085862069,3.998044966,1,1
962,1.085689655,3.944281525,1,1
963,1.085689655,3.8514174,1,1
964,1.051724138,4.022482893,1,1
965,1.060172414,4.027370479,1,1
966,1.060172414,3.870967742,1,1
967,1.077241379,3.900293255,1,1
968,1.051551724,3.954056696,1,1
969,1.077068966,4.027370479,1,1
970,1.055862069,4.071358749,1,1
971,1.088965517,3.856304985,1,1
972,1.085689655,3.954056696,1,1
973,1.051724138,3.924731183,1,1
974,1.047413793,4.066471163,1,1
975,1.047413793,4.061583578,1,1
976,1.055862069,3.973607038,1,1
977,1.06862069,3.973607038,1,1
978,1.060172414,3.944281525,1,1
979,1.051724138,4.061583578,1,1
980,1.064482759,3.875855327,1,1
981,1.056034483,3.968719453,1,1
982,1.051034483,4.002932551,1,1
983,1.079655172,4.051808407,1,1
984,1.106034483,4.046920821,1,1
985,1.050862069,3.880742913,1,1
986,1.072068966,3.880742913,1,1
987,1.064310345,3.958944282,1,1
988,Inf,4.012707722,1,1
989,1.046896552,3.973607038,1,1
990,1.107068966,3.94916911,1,1
991,1.068965517,3.954056696,1,1
992,1.064482759,3.958944282,1,1
993,1.051896552,4.017595308,1,1
994,1.105,3.963831867,1,1
995,1.051724138,3.978494624,1,1
996,1.073103448,3.866080156,1,1
997,1.051724138,3.963831867,1,1
998,1.085689655,4.022482893,1,1
999,1.056034483,3.973607038,1,1
1000,1.056034483,4.012707722,1,1
,,,821,1000
